title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
600sqm Of Residential Land,600sqm Of Residential Land/Land FOR Sale,Opposite Gwarimpa Estate Dawaki Abuja,65000000,,,,26 Sep 2025,11 Nov 2025
2&3 Blocks Of Flats,2&3 Blocks Of Flats/House FOR Sale,Kubwa By Extension Fct Abuja Nigeria Kubwa Abuja,280000000,3.0,3.0,,18 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,"Karsana After Efab Queen Estate,abuja Nigeria Karsana Abuja",8000000,4.0,4.0,,23 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",2167692/month,4.0,4.0,,05 Aug 2025,11 Nov 2025
3 Bedroom Terraced Duplex,3 Bedroom Terraced Duplex/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",1812639/month,3.0,3.0,,05 Aug 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, Ibeju Lekki Lagos",6353580/month,5.0,5.0,,05 Aug 2025,11 Nov 2025
2 Bedroom Bungalow,2 Bedroom Bungalow/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament Ibeju Lekki Lagos",1401525/month,2.0,2.0,,05 Aug 2025,11 Nov 2025
Massive 4 Bedroom Terraced Duplex With Bq,Massive 4 Bedroom Terraced Duplex With Bq/House FOR SALE,Main Maitama Abuja,1500000000,4.0,4.0,,06 Oct 2025,11 Nov 2025
3 Bedroom Bungalow,3 Bedroom Bungalow/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",1588395/month,3.0,3.0,,05 Aug 2025,11 Nov 2025
5 Bedroom Waterfront Mansion,5 Bedroom Waterfront Mansion/House FOR Sale,Osapa London Lekki Lagos,1550000000,5.0,5.0,,25 Oct 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Ajah Lagos,220000000,5.0,5.0,,08 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Apartment,4 Bedroom Semi Detached Apartment/House FOR Sale,Chevron Lekki Lagos,340000000,4.0,4.0,,25 Oct 2025,11 Nov 2025
6 Bedroom Fully Detached Apartment,6 Bedroom Fully Detached Apartment/House FOR Sale,Ikate Lekki Lagos,1600000000,6.0,6.0,,15 Oct 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Ikate Lekki Lagos,550000000,5.0,5.0,,08 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,650000000,5.0,5.0,,28 Sep 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,200000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,270000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR SALE,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",5568726/month,4.0,4.0,,05 Aug 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,120000000,,,,29 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,200000000,4.0,,,30 Sep 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,"Carlton Gate Estate, Akobo Ibadan Oyo",120000000,,,,29 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,270000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,120000000,,,,29 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR SALE,Lekki Scheme 2 Ajah Lagos,120000000,4.0,4.0,,25 Sep 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,120000000,,,,29 Sep 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,"Carlton Gate Estate, Akobo Ibadan Oyo",120000000,,,,29 Sep 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,270000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,270000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,270000000,4.0,,,30 Sep 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,150000000,4.0,,,04 Oct 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,"Carlton Gate Estate, Akobo Ibadan Oyo",120000000,,,,29 Sep 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Kolapo Ishola Estate Akobo Ibadan Oyo,200000000,4.0,,,30 Sep 2025,11 Nov 2025
2 Bedroom Duplex,2 Bedroom Duplex/House FOR Sale,"Carlton Gate Estate, Akobo Ibadan Oyo",120000000,,,,29 Sep 2025,11 Nov 2025
Own The Future Of Business In Lagos Commercial Plots,Own The Future Of Business In Lagos Commercial Plots/Land FOR Sale,"Meadows Scheme 2, Magbon Alade, Ibeju Lekki Lagos",200000000,,,,13 Oct 2025,11 Nov 2025
Own The Future Of Business In Lagos Commercial Plots,Own The Future Of Business In Lagos Commercial Plots/Land FOR Sale,"Meadows Scheme 2, Magbon Alade, Ibeju Lekki Lagos",180000000,,,,13 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR SALE,Ajah Lagos,160000000,4.0,4.0,,12 Aug 2025,11 Nov 2025
Serviced 500sqm Residential Land,Serviced 500sqm Residential Land/Land FOR Sale,"Alagbado, Fairmont Hartland, Alagbado Abule Egba Lagos",55000000,,,,15 Oct 2025,11 Nov 2025
Power Your Enterprise With Meadows Industrial Plots,Power Your Enterprise With Meadows Industrial Plots/Land FOR Sale,"Meadows Scheme 2, Magbon Alade, Ibeju Lekki Lagos",220000000,,,,13 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Rock Hampton Katampe Ext Abuja,491200000,4.0,4.0,,09 Oct 2025,11 Nov 2025
Luxurious Spacious 3 Bedroom Apartment,Luxurious Spacious 3 Bedroom Apartment/Flat Apartment FOR Sale,Rock Hampton Katampe Ext Abuja,377000000,3.0,3.0,,07 Oct 2025,11 Nov 2025
Premium 4 Bedroom Triplex With Bq,Premium 4 Bedroom Triplex With Bq/House FOR Sale,Grenadines Resort Katampe Main Abuja,600000000,4.0,5.0,,05 Oct 2025,11 Nov 2025
2 Bedroom Premium Apartment With Ocean View,2 Bedroom Premium Apartment With Ocean View/Flat Apartment FOR Sale,"Remi Olowude Street, Oniru Victoria Island Lagos",680000000,2.0,2.0,,05 Oct 2025,11 Nov 2025
Serviced Residential Land Measuring 600sqm,Serviced Residential Land Measuring 600sqm/Land FOR Sale,"Meadows Scheme 2, Magbon Alade Ibeju Lekki Lagos",48000000,,,,10 Oct 2025,11 Nov 2025
Own The Future Of Lagos Business Commercial Plots,Own The Future Of Lagos Business Commercial Plots/Land FOR Sale,"Meadows Scheme 2, Magbon Alade, Ibeju Lekki Lagos",180000000,,,,13 Oct 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,"Jacaranda Community, Lakowe Lakes Golf & Country Estate Ibeju Lekki Lagos",300000000,2.0,2.0,,23 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR SALE,Thomas Estate Ajah Lagos,90000000,4.0,5.0,,29 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex At Ushafa,4 Bedroom Semi Detached Duplex At Ushafa/House FOR Sale,Jedo Mega City Ushafa Abuja,120000000,4.0,4.0,,22 Oct 2025,11 Nov 2025
Serviced 325sqm Plot Of Land,Serviced 325sqm Plot Of Land/Land FOR Sale,"Alagbado, Fairmont Hartland, Alagbado Abule Egba Lagos",40000000,,,,15 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Villa With Bq,4 Bedroom Semi Detached Villa With Bq/House FOR Sale,Rock Hampton Katampe Ext Abuja,510000000,4.0,4.0,,09 Oct 2025,11 Nov 2025
4 Bedroom Triplex,4 Bedroom Triplex/House FOR Sale,"Probyn Road, Skyvilla Old Ikoyi Ikoyi Lagos",2200000000,4.0,4.0,,24 Oct 2025,11 Nov 2025
Fully Serviced 2 Bedroom Apartment,Fully Serviced 2 Bedroom Apartment/Flat Apartment FOR Sale,Ologolo Lekki Lagos,150000000,2.0,3.0,,19 Oct 2025,11 Nov 2025
Block Of Flat,Block Of Flat/House FOR Sale,Ajah Lagos,350000000,,,,18 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Terrace Duplex,Newly Built 4 Bedroom Terrace Duplex/House FOR Sale,Lekki Gardens Estate Ajah Lagos,65000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex With A Bq,5 Bedroom Detached Duplex With A Bq/House FOR Sale,Idado Lekki Lagos,250000000,5.0,6.0,,18 Oct 2025,11 Nov 2025
4 Bedroom Fully Detached Duplex,4 Bedroom Fully Detached Duplex/House FOR Sale,Alfa Beach Road Lekki Lagos,400000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Alfa Beach Road Lekki Lagos,350000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Fully Detached Duplex,Newly Built 4 Bedroom Fully Detached Duplex/House FOR Sale,Igbo Efon Lekki Lagos,220000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex With Bq,Newly Built 4 Bedroom Semi Detached Duplex With Bq/House FOR SALE,Ajah Lekki Lagos,135000000,4.0,4.0,,27 Oct 2025,11 Nov 2025
Mini Flat With An Open Plan Kitchen/swimming Pool,Mini Flat With An Open Plan Kitchen/swimming Pool/Flat Apartment FOR Sale,Igbo Efon Lekki Lagos,65000000,1.0,2.0,,19 Oct 2025,11 Nov 2025
Massive 4 Bedroom Terraced Duplex With Swimming Pool,Massive 4 Bedroom Terraced Duplex With Swimming Pool/House FOR Sale,Igbo Efon Lekki Lagos,200000000,,,,19 Oct 2025,11 Nov 2025
2 Bedroom Flat With Fully Fitted Kitchen,2 Bedroom Flat With Fully Fitted Kitchen/Flat Apartment FOR Sale,Igbo Efon Lekki Lagos,90000000,2.0,3.0,,18 Oct 2025,11 Nov 2025
Massive 2 Bedroom Flat With Swimming Pool,Massive 2 Bedroom Flat With Swimming Pool/Flat Apartment FOR Sale,Igbo Efon Lekki Lagos,120000000,2.0,3.0,,19 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Stand Alone Duplex With Bq,Newly Built 4 Bedroom Stand Alone Duplex With Bq/House FOR Sale,"Lekki Atlantic Garden Estate, Alabeko Ajah Lagos",165000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
Estate Plot Land,Estate Plot Land/Land FOR Sale,Winners Chapel Maitama Abuja,250000000,6.0,,,29 Oct 2025,11 Nov 2025
500sqm Land,500sqm Land/Land FOR Sale,"Aso Groove Estate/ Ibb Golf Course, Maitama Abuja",250000000,5.0,5.0,,30 Oct 2025,11 Nov 2025
1500 Sqms Land For Sale,1500 Sqms Land For Sale/Land FOR Sale,Kolapo Ishola Gra Akobo Akobo Ibadan Oyo,285000000/sqm,,,,28 May 2025,11 Nov 2025
Newly Built 4 Bedroom Detached House,Newly Built 4 Bedroom Detached House/House FOR Sale,Lekki Phase 2 Lekki Lagos,240000000,4.0,4.0,,24 May 2025,11 Nov 2025
6 Bedroom Detached Duplex With Basement,6 Bedroom Detached Duplex With Basement/House FOR SALE,By Coza Church Guzape Abuja,1100000000,6.0,6.0,,23 Oct 2025,11 Nov 2025
Olivia's Place 2 Bedroom Apartment,Olivia's Place 2 Bedroom Apartment/House FOR Sale,Federal Housing Estate Lugbe Abuja,48000000,2.0,2.0,,19 Sep 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,160000000,4.0,4.0,,01 May 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Ikate Lekki Lagos,150000000,2.0,2.0,,16 Apr 2025,11 Nov 2025
Newly Built 3 Bedroom Apartment,Newly Built 3 Bedroom Apartment/Flat Apartment FOR Sale,Chevron Lekki Lagos,145000000,3.0,3.0,,31 May 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Kolapo Ishola Gra Akobo Ibadan Oyo,180000000,4.0,4.0,,06 Jan 2025,11 Nov 2025
2 Bedroom Flat,2 Bedroom Flat/House FOR Sale,"Co Op City Road, Sangotedo, Lekki Ekpe , Expressway Sangotedo Lagos",55000000,2.0,2.0,,30 Nov 2024,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Sale,"Meadow Hall Way, Ikate Lekki Lagos",150000000,3.0,3.0,,04 Dec 2024,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",5568726/month,4.0,4.0,,05 Aug 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,160000000,4.0,4.0,,01 May 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Ikota Lekki Lagos,400000000,5.0,5.0,,01 May 2025,11 Nov 2025
3 Bedroom Terraced Duplex,3 Bedroom Terraced Duplex/House FOR Sale,Ikota Lekki Lagos,110000000,3.0,3.0,,17 Apr 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR SALE,Lekki Phase 1 Lekki Lagos,680000000,5.0,5.0,,18 Sep 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Ikota Lekki Lagos,195000000,4.0,4.0,,01 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,"Engineer Lere Adigun Gra, Bcos Basorun Ibadan Oyo",170000000,4.0,4.0,,13 Jan 2025,11 Nov 2025
1000sqm Land,1000sqm Land/Land FOR Sale,Ondo Street Bodija Ibadan Oyo,110000000,,,,03 Feb 2025,11 Nov 2025
Olivia's Place 1 Bedroom Apartment,Olivia's Place 1 Bedroom Apartment/House FOR Sale,Federal Housing Estate Lugbe Abuja,37000000,1.0,1.0,,19 Sep 2025,11 Nov 2025
Olivia Gardens 2 Bedroom Maisonette With Bq,Olivia Gardens 2 Bedroom Maisonette With Bq/House FOR Sale,"Samuel Street, Ogudu Ogudu Lagos",100000000,2.0,3.0,,18 Sep 2025,11 Nov 2025
810sqm Land,810sqm Land/Land FOR Sale,"Prince Adeosun Estate, Akala Way, Akobo Ibadan Oyo",40000000,,,,05 Mar 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,165000000,4.0,4.0,,16 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Osapa London Lekki Lagos,350000000,5.0,6.0,,16 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Lekky County Megamound Ikota Lekki Lagos,250000000,5.0,5.0,,16 Apr 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat / Apartment FOR SHORTLET,"Admiralty Way, Lekki Phase 1 Lekki Lagos",130000/day,2.0,2.0,,27 Apr 2025,11 Nov 2025
Land Measuring 450sqm,Land Measuring 450sqm/Land FOR Sale,Tiger Mini Estate Ojoo Ibadan Oyo,37000000,,,,26 May 2025,11 Nov 2025
Olivia's Place 3 Bedroom Maisonette,Olivia's Place 3 Bedroom Maisonette/House FOR Sale,Federal Housing Estate Lugbe Abuja,73500000,3.0,3.0,,19 Sep 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,250000000,5.0,5.0,,30 Apr 2025,11 Nov 2025
4 Bedroom Duplex With Bq,4 Bedroom Duplex With Bq/House FOR Sale,Kolapo Ishola Gra Akobo Ibadan Oyo,185000000,4.0,4.0,,11 Mar 2025,11 Nov 2025
2 Bedroom Maisonette,2 Bedroom Maisonette/House FOR Sale,Alex Ibru Street Guzape Abuja,150000000,2.0,2.0,,03 Oct 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Ikota Lekki Lagos,150000000,4.0,4.0,,01 May 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Ikate Lekki Lagos,150000000,2.0,2.0,,17 Apr 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Ologolo Lekki Lagos,80000000,2.0,2.0,,17 Apr 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Orchid Lekki Lagos,300000000,4.0,4.0,,16 Apr 2025,11 Nov 2025
772sqms With 4 Bedroom Bungalow,772sqms With 4 Bedroom Bungalow/Land FOR Sale,"Opposite Wheels Drop Filling Station, Akobo Ibadan Oyo",70000000,4.0,4.0,,29 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With A Bq,4 Bedroom Semi Detached Duplex With A Bq/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,190000000,4.0,4.0,,31 Jan 2025,11 Nov 2025
Office,Office/Commercial Property FOR SALE,Toyin Street Ikeja Lagos,750000000,,,,14 May 2025,11 Nov 2025
5 Bedroom Mansion,5 Bedroom Mansion/House FOR Sale,Vgc Lekki Lagos,650000000,5.0,5.0,,17 Apr 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Osapa London Lekki Lagos,600000000,5.0,5.0,,18 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Royal Garden Estate Off Lekki Epe Expressway Ajah Lagos,380000000,5.0,5.0,,16 Apr 2025,11 Nov 2025
4 Bedroom Detached Mansion With Bq,4 Bedroom Detached Mansion With Bq/House FOR Sale,Carlton Gate Estate Akobo Ibadan Oyo,340000000,4.0,4.0,,27 Jun 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Ikota Lekki Lagos,85000000,3.0,3.0,,17 Apr 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Ikate Lekki Lagos,200000000,2.0,2.0,,01 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ologolo Lekki Lagos,218000000,4.0,4.0,,16 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Pinnock Beach Osapa London Lekki Lagos,1200000000,5.0,5.0,,16 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ikate Lekki Lagos,510000000,5.0,5.0,,01 May 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR SALE,Lekki Phase 1 Lekki Lagos,1500000000,5.0,5.0,,05 Nov 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Lekki County Ikota Lekki Lagos,170000000,4.0,4.0,,17 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Megamound Lekky County Ikota Lekki Lagos,400000000,5.0,5.0,,16 Apr 2025,11 Nov 2025
6 Bedroom Penthouse With Bq,6 Bedroom Penthouse With Bq/House FOR Sale,Kolapo Ishola Gra Akobo Ibadan Oyo,400000000,6.0,6.0,,29 May 2025,11 Nov 2025
3 Bedroom Duplex,3 Bedroom Duplex/House FOR Sale,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",4241949/month,3.0,3.0,,05 Aug 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ologolo Lekki Lagos,130000000,4.0,4.0,,01 May 2025,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Sale,Ikate Lekki Lagos,160000000,3.0,3.0,,01 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,150000000,4.0,4.0,,01 May 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Life Camp Abuja,47500000,2.0,2.0,,03 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Detached Duplex With Bq,Newly Built 4 Bedroom Detached Duplex With Bq/House FOR Sale,"Carlton Gate Estate, Akobo Ibadan Oyo",195000000,4.0,4.0,,09 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,130000000,4.0,4.0,,01 May 2025,11 Nov 2025
Newly Built 2 Bedroom Terrace Duplex,Newly Built 2 Bedroom Terrace Duplex/House FOR Sale,Orchid Lekki Lagos,95000000,2.0,2.0,,29 Oct 2025,11 Nov 2025
3 Bedroom Terraced Duplex,3 Bedroom Terraced Duplex/House FOR SALE,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",1812639/month,3.0,3.0,,05 Aug 2025,11 Nov 2025
Commercial Property,Commercial Property/Commercial Property FOR Sale,Opebi Ikeja Lagos,1300000000,,,,06 Oct 2025,11 Nov 2025
Luxury 7 Bedroom Mansion With Penthouse,Luxury 7 Bedroom Mansion With Penthouse/House FOR Sale,Katampe Ext Abuja,2100000000,7.0,7.0,,29 Oct 2025,11 Nov 2025
"Prime 3,128sqm Residential Land","Prime 3,128sqm Residential Land/Land FOR Sale",Maitama Abuja,6000000000,,,,28 Oct 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Off Allen Avenue Ikeja Lagos,250000000,4.0,4.0,,25 Jun 2025,11 Nov 2025
Waterfront 4 Bedroom Maisonette,Waterfront 4 Bedroom Maisonette/House FOR Sale,Banana Island Ikoyi Lagos,$ 5000000,5.0,5.0,,31 Jul 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Osapa London Lekki Lagos,1550000000,5.0,6.0,,04 Nov 2025,11 Nov 2025
A Commercial Property On 1000sqm,A Commercial Property On 1000sqm/Commercial Property FOR Sale,Kudirat Abiola Way Oregun Ikeja Lagos,900000000,,,,12 Oct 2025,11 Nov 2025
Well Maintained 4 Bedroom Terrace House,Well Maintained 4 Bedroom Terrace House/House FOR Sale,Residential Banana Island Ikoyi Lagos,1650000000,4.0,5.0,,22 Aug 2025,11 Nov 2025
Blocks Of Flat,Blocks Of Flat/House FOR Sale,Off Odozi Berger Ojodu Lagos,180000000,3.0,3.0,,22 Jun 2025,11 Nov 2025
2 Bedroom Apartment With Bq,2 Bedroom Apartment With Bq/Flat / Apartment FOR SALE,Ikate Lekki Lagos,220000000,2.0,,,18 Jul 2025,11 Nov 2025
5 Units Of 4 Bedroom Terraced Duplex With A Bq,5 Units Of 4 Bedroom Terraced Duplex With A Bq/House FOR Sale,Emmanuel Ogudu Gra Ogudu Lagos,1200000000,4.0,5.0,,06 Oct 2025,11 Nov 2025
Well Maintained 2 Bedroom Flat,Well Maintained 2 Bedroom Flat/Flat Apartment FOR Sale,Residential Banana Island Ikoyi Lagos,600000000,2.0,2.0,,22 Aug 2025,11 Nov 2025
A Corner Land,A Corner Land/Land FOR Sale,Cresent Cmd Road Kosofe Ikosi Lagos,1000000/sqm,,,,03 Nov 2025,11 Nov 2025
A Bungalow,A Bungalow/House FOR Sale,Road Ijesha Surulere Lagos,150000000,,,,16 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Semi Detached Duplex,Newly Built 4 Bedroom Semi Detached Duplex/House FOR Sale,Off Lekki Epe Expressway Ajah Lagos,150000000,4.0,4.0,,29 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Maisonette,Newly Built 4 Bedroom Maisonette/Flat Apartment FOR Sale,Old Ikoyi Ikoyi Lagos,1500000000,4.0,4.0,,29 Aug 2025,11 Nov 2025
Newly Built 4 Bedroom Maisonette,Newly Built 4 Bedroom Maisonette/Flat Apartment FOR Sale,Banana Island Ikoyi Lagos,3500000000,4.0,4.0,,07 Oct 2025,11 Nov 2025
Old Detached Duplex,Old Detached Duplex/House FOR Sale,Ramat Estate Ogudu Gra Ogudu Lagos,1600000000,,,,22 Jun 2025,11 Nov 2025
5 Bedroom Penthouse,5 Bedroom Penthouse/Flat Apartment FOR Sale,Banana Island Ikoyi Lagos,$ 7000000,5.0,5.0,,15 Sep 2025,11 Nov 2025
"A Property Measuring 7,761sqm Of Land.","A Property Measuring 7,761sqm Of Land./Land FOR Sale",Ramat Ogudu Gra Ogudu Lagos,7500000000,,,,06 Oct 2025,11 Nov 2025
